42;государственное бюджетное учреждение здравоохранения Новосибирской области «Городская клиническая больница № 2»
45;Муниципальное учреждение здравоохранения «Клинская городская больница»
46;Общество с ограниченной ответственностью «Центр «Диабет»
47;Общество с ограниченной ответственностью «Медицинское объединение «НОВАЯ БОЛЬНИЦА»
48;Общество с ограниченной ответственностью «Американская Медицинская Клиника»
49;Общество с ограниченной ответственностью «Научно-Образовательный Центр Психотерапии «Поддержка»
50;Общество с ограниченной ответственностью Медицинская компания «Гепатолог»
51;Общество с ограниченной ответственностью «Медси Санкт-Петербург»
52;федеральное государственное бюджетное военное образовательное учреждение высшего образования «Военно-медицинская академия имени С.М. Кирова» Министерства обороны Российской Федерации
53;федеральное государственное бюджетное образовательное учреждение высшего  образования «Московский государственный            медико-стоматологический университет имени А.И. Евдокимова» Министерства здравоохранения Российской Федерации
55;федеральное государственное бюджетное образовательное учреждение высшего образования «Рязанский государственный медицинский университет имени академика И.П. Павлова» Министерства здравоохранения Российской Федерации
56;федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр кардиологии» Министерства здравоохранения Российской Федерации
59;федеральное государственное бюджетное учреждение «Национальный  медицинский исследовательский центр гематологии» Министерства здравоохранения Российской Федерации
60;"Федеральное бюджетное учреждение здравоохранения ""Приволжский окружной медицинский центр"" Федерального медико-биологического агентства"
65;Государственное бюджетное учреждение здравоохранения Республиканская клиническая больница имени Г.Г.Куватова
66;государственное бюджетное учреждение здравоохранения «Научно-исследовательский институт - Краевая клиническая больница № 1                    имени профессора С.В. Очаповского» министерства здравоохранения Краснодарского края
67;Краевое государственное бюджетное учреждение здравоохранения «Алтайский краевой кардиологический диспансер»
69;государственное казенное учреждение здравоохранения Московской области «Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями»
70;государственное бюджетное учреждение здравоохранения «Областной онкологический диспансер»
73;Государственное бюджетное учреждение здравоохранения Ярославской области «Областная клиническая больница»
76;Государственное автономное учреждение здравоохранения Республики Татарстан «Больница скорой медицинской помощи»
77;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская Покровская больница»
78;Государственное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова» Департамента здравоохранения города Москвы
79;Государственное бюджетное учреждение здравоохранения города              Москвы «Научно-практический центр детской психоневрологии                   Департамента здравоохранения города Москвы»
80;Государственное автономное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Департамента здравоохранения города Москвы»
81;"Санкт-Петербургское государственное бюджетное учреждение здравоохранения ""Городской клинический онкологический диспансер"""
82;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Клиническая ревматологическая больница № 25»
83;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника № 77 Невского района»
85;Санкт-Петербургское государственное бюджетное учреждение «Психоневрологический диспансер № 10»
87;Государственное бюджетное учреждение здравоохранения Пермского края «Клиническая медико-санитарная часть № 1»
88;Государственное бюджетное учреждение здравоохранения Пермского края «Медсанчасть № 9 им. М.А. Тверье»
89;государственное бюджетное учреждение здравоохранения Новосибирской области «Городская клиническая больница скорой медицинской помощи                № 2»
91;Общество с ограниченной ответственностью «Центр Репродукции и Генетики»
92;Общество с ограниченной ответственностью «ЛИОН-МЕД»
93;Общество с ограниченной ответственностью «Международный медицинский центр «СОГАЗ»
94;Общество с ограниченной ответственностью «Клиника Андрос»
96;федеральное государственное бюджетное образовательное учреждение высшего образования «Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова» Министерства здравоохранения Российской Федерации
97;Федеральное государственное бюджетное учреждение «Поликлиника № 5» Управления делами Президента Российской Федерации
98;федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр реабилитации и курортологии» Министерства здравоохранения Российской Федерации
99;Государственное бюджетное учреждение здравоохранения «Челябинский областной клинический центр онкологии и ядерной медицины»
100;бюджетное учреждение здравоохранения Воронежской области  «Воронежская областная клиническая больница № 1»
101;Государственное бюджетное учреждение Рязанской области «Областной клинический кардиологический диспансер»
102;Государственное бюджетное учреждение здравоохранения Ставропольского края «Пятигорский межрайонный онкологический диспансер»
105;Государственное бюджетное учреждение здравоохранения города Москвы Городская клиническая больница № 13 Департамента здравоохранения города Москвы
106;Государственное бюджетное учреждение здравоохранения города Москвы Городская клиническая больница №11 Департамента здравоохранения города Москвы
107;федеральное казенное учреждение здравоохранения «Главный клинический госпиталь Министерства внутренних дел Российской Федерации»
110;федеральное государственное автономное образовательное учреждение высшего  образования «Российский университет дружбы народов»
111;федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный медицинский университет» Министерства здравоохранения Российской Федерации
113;федеральное государственное бюджетное учреждение «Новосибирский научно-исследовательский институт туберкулеза» Министерства здравоохранения Российской Федерации
114;федеральное государственное бюджетное учреждение «Государственный научный центр колопроктологии имени А.Н. Рыжих» Министерства здравоохранения Российской Федерации
115;федеральное государственное бюджетное учреждение «Российский          научный центр рентгенорадиологии» Министерства здравоохранения              Российской Федерации
116;"государственное бюджетное учреждение здравоохранения ""Самарская областная клиническая больница им. В.Д. Середавина"""
117;Бюджетное учреждение здравоохранения Орловской области «Орловский противотуберкулезный диспансер»
118;Санкт-Петербургское государственное казенное учреждение здравоохранения «Городская психиатрическая больница № 6 (стационар с диспансером)»
120;негосударственное учреждение здравоохранения «Отделенческая больница на станции Кемерово открытого акционерного общества «Российские железные дороги»
121;государственное бюджетное учреждение здравоохранения Московской области «Подольская городская клиническая больница № 3»
122;"Общество с ограниченной ответственностью ""Медсервис"""
123;"Общество с ограниченной ответственностью ""Реафан"""
124;федеральное государственное бюджетное образовательное учреждение высшего образования «Северный государственный медицинский университет» Министерства здравоохранения Российской Федерации
125;федеральное государственное бюджетное образовательное учреждение высшего образования «Самарский государственный медицинский университет» Министерства здравоохранения Российской Федерации
126;федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный медицинский университет» Министерства здравоохранения Российской Федерации
127;Федеральное государственное бюджетное учреждение «Ростовский научно-исследовательский институт акушерства и педиатрии» Министерства здравоохранения Российской Федерации
128;федеральное государственное бюджетное учреждение «Российский научный центр радиологии и хирургических технологий имени академика                       А.М. Гранова» Министерства здравоохранения Российской Федерации
129;Федеральное государственное бюджетное учреждение «Государственный научный центр «Институт иммунологии» Федерального медико-биологического агентства
130;Федеральное государственное бюджетное научное учреждение «Научный центр психического здоровья»
132;Бюджетное учреждение здравоохранения Удмуртской Республики «Первая республиканская клиническая больница Министерства здравоохранения Удмуртской Республики»
133;Краевое государственное бюджетное учреждение здравоохранения «Краевая клиническая больница»
134;Государственное бюджетное учреждение здравоохранения «Челябинская областная детская клиническая больница»
135;"Государственное бюджетное учреждение здравоохранения ""Челябинская областная клиническая больница"""
136;государственное бюджетное учреждение здравоохранения «Волгоградский областной уронефрологический центр»
137;Государственное бюджетное учреждение здравоохранения Нижегородской области «Нижегородский областной центр по профилактике и борьбе со СПИД и инфекционными заболеваниями»
138;Государственное бюджетное учреждение здравоохранения Нижегородской области «Клиническая психиатрическая больница № 1 г. Нижнего Новгорода»
139;Государственное бюджетное учреждение здравоохранения Ленинградской области «Центр профессиональной патологии»
140;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Клиническая инфекционная больница им. С.П. Боткина»
141;Санкт-Петербургское государственное казенное учреждение здравоохранения «Центр восстановительного лечения «Детская психиатрия» имени С.С. Мнухина»
142;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская клиническая больница № 31»
143;Государственное учреждение здравоохранения города Москвы Городская клиническая больница № 59 Департамента здравоохранения города Москвы
145;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Центр по профилактике и борьбе со СПИД и инфекционными заболеваниями»
147;"Бюджетное учреждение здравоохранения Омской области ""Городская клиническая больница № 1 имени Кабанова А.Н."""
148;государственное бюджетное учреждение здравоохранения «Городская клиническая больница № 1» города Оренбурга
149;Кировское областное государственное бюджетное учреждение здравоохранения «Кировская городская клиническая больница № 1»
151;Общество с ограниченной ответственностью НАУЧНО-ПРАКТИЧЕСКОЕ ОБЪЕДИНЕНИЕ «СПЕЦИАЛИЗИРОВАННОЕ КУРСОВОЕ АМБУЛАТОРНОЕ ЛЕЧЕНИЕ»
152;Общество с ограниченной ответственностью Консультативно-диагностический ревматологический центр «Здоровые суставы»
153;федеральное государственное бюджетное образовательное учреждение высшего образования «Новосибирский государственный медицинский университет» Министерства здравоохранения Российской Федерации
154;государственное бюджетное образовательное учреждение высшего профессионального образования «Воронежский государственный медицинский университет имени Н.Н. Бурденко» Министерства здравоохранения Российской Федерации
156;Федеральное государственное бюджетное учреждение «Российский научно-исследовательский институт гематологии и трансфузиологии Федерального медико-биологического агентства»
158;"Федеральное государственное бюджетное учреждение здравоохранения ""Северный медицинский клинический центр им. Н.А. Семашко Федерального медико-биологического агентства"""
159;Федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр эндокринологии» Министерства здравоохранения Российской Федерации
163;Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт фундаментальной и клинической иммунологии»
165;Федеральное государственное бюджетное учреждение «Поликлиника № 1» Управления делами Президента Российской Федерации
167;Государственное бюджетное учреждение здравоохранения Ленинградская областная клиническая больница
169;Государственное учреждение здравоохранения «Саратовский областной клинический госпиталь для ветеранов войн»
170;областное государственное бюджетное учреждение здравоохранения «Смоленский областной психоневрологический клинический диспансер»
171;"Государственное бюджетное учреждение здравоохранения Свердловской области ""Свердловский областной клинический психоневрологический госпиталь для ветеранов войн"""
172;Государственное бюджетное учреждение здравоохранения Нижегородской области «Нижегородский областной клинический  онкологический диспансер»
174;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Женская консультация № 22»
175;"Санкт-Петербургское государственное бюджетное учреждение здравоохранения ""Городская больница Святой преподобномученицы Елизаветы"""
176;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Консультативно-диагностический центр № 85»
177;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городской консультативно-диагностический центр №1»
178;"Санкт-Петербургского государственное учреждение здравоохранения "" Городская поликлиника № 94 Невского района"""
179;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Детская городская больница № 1»
183;государственное учреждение здравоохранения «Саратовская городская поликлиника № 20»
184;"Муниципальное бюджетное учреждение здравоохранения ""Кемеровский кардиологический диспансер"""
185;Областное бюджетное учреждение здравоохранения «Курская городская клиническая больница скорой медицинской помощи» комитета здравоохранения Курской области
186;Государственное бюджетное учреждение здравоохранения Нижегородской области «Городская клиническая больница № 5 Нижегородского района            г. Нижнего Новгорода»
187;"Региональная общественная организация инвалидов ""Здоровье человека"""
188;Общество с ограниченной ответственностью «Семейная поликлиника № 4»
190;Автономная некоммерческая организация «Медицинский центр «Двадцать первый век»
191;федеральное государственное бюджетное образовательное учреждение высшего образования «Ставропольский государственный медицинский университет» Министерства здравоохранения Российской Федерации
192;Государственное образовательное учреждение дополнительного профессионального образования «Санкт-Петербургская медицинская академия последипломного образования Федерального  агентства по здравоохранению и социальному развитию»
195;государственное бюджетное учреждение здравоохранения «Клинический центр профилактики и борьбы со СПИД» министерства здравоохранения Краснодарского края
196;Областное государственное автономное учреждение здравоохранения  «Томская областная клиническая больница»
197;Государственное бюджетное учреждение здравоохранения Новосибирской области «Государственная Новосибирская областная клиническая больница»
198;Кировское областное государственное клиническое бюджетное  учреждение здравоохранения «Центр онкологии и медицинской радиологии»
199;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Психоневрологический диспансер Фрунзенского района»
200;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника № 117»
201;Областное бюджетное учреждение здравоохранения «Кардиологический диспансер»
202;"Санкт-Петербургское государственное бюджетное учреждение здравоохранения ""Городской гериатрический медико-социальный центр"""
204;Областное государственное автономное учреждение здравоохранения «Городская клиническая больница № 3 им. Б.И. Альперовича»
208;"Общество с ограниченной ответственностью ""Многопрофильная медицинская клиника ""СОВА"""
209;Общество с ограниченной ответственностью «Астарта»
210;"Общество с ограниченной ответственностью ""Поликлиника ""Медсервис-2"""
211;Общество с ограниченной ответственностью «КЛИНИКА НОВЫХ ТЕХНОЛОГИЙ МЕДИЦИНЫ»
212;федеральное государственное бюджетное образовательное учреждение высшего образования «Башкирский государственный медицинский университет» Министерства здравоохранения Российской Федерации
214;Федеральное государственное бюджетное учреждение «Санкт-Петербургский научно-исследовательский институт уха, горла, носа и речи» Министерства здравоохранения Российской Федерации
216;Федеральное государственное бюджетное учреждение «Государственный научный центр Российской Федерации - Федеральный медицинский биофизический центр имени А.И. Бурназяна»
217;федеральное казенное учреждение здравоохранения «Медико-санитарная часть Министерства внутренних дел Российской Федерации по Кемеровской области»
218;федеральное государственное бюджетное учреждение «Центральная клиническая больница с поликлиникой» Управления делами Президента Российской Федерации
219;Федеральное государственное бюджетное учреждение «Поликлиника № 3» Управления делами Президента Российской Федерации
220;Федеральное государственное бюджетное учреждение «Консультативно-диагностический центр с поликлиникой» Управления делами Президента Российской Федерации
222;Федеральное государственное бюджетное научное учреждение «Иркутский научный центр хирургии и травматологии»
223;Федеральное государственное бюджетное учреждение здравоохранения Больница Иркутского научного центра Сибирского отделения Российской академии наук
224;Федеральное государственное бюджетное учреждение науки Институт мозга человека им. Н.П. Бехтеревой Российской академии наук
225;федеральное государственное автономное учреждение «Национальный медицинский исследовательский центр здоровья детей» Министерства здравоохранения Российской Федерации
226;федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр онкологии имени Н.Н. Блохина» Министерства здравоохранения Российской Федерации
227;государственное автономное учреждение здравоохранения Тюменской области «Научно-практический медицинский центр»
229;краевое государственное автономное учреждение здравоохранения «Красноярский краевой Центр  профилактики и борьбы со СПИД»
231;"Государственное бюджетное учреждение здравоохранения Новосибирской области ""Новосибирский областной клинический кардиологический диспансер"""
232;Областное государственное бюджетное учреждение здравоохранения «Белгородская областная клиническая больница Святителя Иоасафа»
233;"Государственное бюджетное  учреждение  Рязанской области ""Областная  клиническая больница"""
234;Государственное автономное учреждение здравоохранения Кемеровской области «Областной клинический госпиталь для ветеранов войн»
235;бюджетное учреждение здравоохранения Воронежской области «Воронежский областной клинический центр профилактики и борьбы со СПИД»
236;областное государственное бюджетное учреждение здравоохранения «Смоленский центр профилактики и борьбы со СПИД»
238;"Областное казенное учреждение "" Липецкая областная психоневрологическая больница"""
239;государственное бюджетное учреждение Ростовской области «Областная клиническая больница № 2»
240;Областное государственное бюджетное учреждение здравоохранения «Томская клиническая психиатрическая больница»
241;Бюджетное учреждение здравоохранения Орловской области «Орловский областной центр по профилактике и борьбе со СПИД и инфекционными заболеваниями»
242;Автономное учреждение здравоохранения Воронежской области «Воронежский областной клинический консультативно-диагностический центр»
243;Государственное бюджетное учреждение «Санкт-Петербургский научно-исследовательский институт скорой помощи имени И.И. Джанелидзе»
244;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Психоневрологический диспансер № 1»
245;Государственного бюджетного учреждения здравоохранения города Москвы “Городская клиническая больница №24” Департамента здравоохранения города Москвы
246;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская больница № 15»
247;Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская Александровская больница»
