Общество с ограниченной ответственностью «СК Мастер»;6662129247;Директор Агаханов Сиамудин Сефералиевич, Заместитель директора по техническим вопросам Дейч Александр Анатольевич;620026, Свердловская область, г. Екатеринбург, ул.Луначарского, д. 194, оф. 317;www.sk-master.ru;ooo_skmaster2015@mail.ru;(343) 325-81-07, 325-81-06
Общество с ограниченной ответственностью «Энергостройсервис»;6674092584;Директор Собов Андрей Валентинович;620131, Свердловская область, г. Екатеринбург, ул. Заводская, д. 46, корп. А, оф. 2;;office@ess-ekt.ru;(343) 203-09-98
Общество с ограниченной ответственностью «Виктория СКК»;6664039750;Директор Шварц Мира Леонтьевна;620085, Свердловская область, г. Екатеринбург, ул. Аптекарская, д. 43, оф. 1;www.victoryckk.ru;victoryckk@mail.ru, katherine1981@yandex.ru;(343) 255-51-83, 255-51-99, 255-52-10, 255-51-73
Общество с ограниченной ответственностью «Карасьеозёрск-2»;6670087880;Генеральный директор Малыгин Алексей Александрович;620026, РОССИЯ, Свердловская обл., г. Екатеринбург, ул. Народной воли, д. 65, оф. 205;http://karasi-2.ru;Tpk.center@bk.ru;(343) 239-20-20
Акционерное общество «Специализированный застройщик «ЛСР. Недвижимость-Урал»;6672142550;Генеральный директор Крицкий Владимир Павлович;620072, РОССИЯ, Свердловская область, г. Екатеринбург, ул. 40-летия комсомола, д. 34;www.LSRural.ru;secret@lsrgroup.ru, kutuzova.tv@lsrgroup.ru, frolova.av1@lsrgroup.ru;(343) 215-99-00, 215-99-01, 215-99-05
Муниципальное унитарное предприятие «Управление капитального строительства города Екатеринбурга»;6608002926;Директор Шинкаренко Александр Владимирович;620144, Свердловская обл., г. Екатеринбург, ул. Шейнкмана, д. 110, А;ukseburg.ru;inform@uks.e-burg.ru, manturova@uks.e-burg.ru, shinkarenkoinfo@gmail.com;(343) 203-12-30, 203-18-88
Общество с ограниченной ответственностью Строительная Компания «Русград»;6672247987;Генеральный директор Воронова Екатерина Сергеевна;620102, Свердловская область, г. Екатеринбург, ул. Белореченская, д. 15;www.rusgrad.com;info@rusgrad.com, centr@rusgrad.com;(343) 344-20-00
Общество с ограниченной ответственностью «МОСТСТРОЙПРОЕКТ»;6659005273;Директор Левчук Александр Павлович;620093, Свердловская обл., г. Екатеринбург, ул. Шувакишская, д.2-а, оф. 1;www.msp66.ru;info@msp66.ru, gi@msp66.ru;(343) 322-95-52, 322-95-48
Общество с ограниченной ответственностью «Вирра»;6664000560;Генеральный директор Валеев Фарид Галимзянович;620073, Свердловская область, г. Екатеринбург, ул.Академика Шварца, д. 4;;basovas777@mail.ru, natalibos59@mail.ru;(343) 381-25-47, 381-25-48
Общество с ограниченной ответственностью «Девятый трест- Екатеринбург»;6661088083;Директор Вавилов Алексей Сергеевич;620014, Свердловская область, г. Екатеринбург, пр. Ленина, д. 24/8, к. 611а;www.9trest-ekb.ru;urist@9trest-ekb.ru, office@9trest-ekb.ru;(343) 350-03-33
Общество с ограниченной ответственностью «Строительная компания «Исеть»;6658344192;Директор Репин Илья Александрович;620142, Свердловская область, г. Екатеринбург, ул. Чайковского, д. 11, пом. 16;www.скисеть.рф;oooskiset@mail.ru, repinil@mail.ru, nata180261@mail.ru;(343) 287-11-29
Общество с ограниченной ответственностью «Строительная компания «КМ-Центр»;6670232720;Генеральный директор Мещеряков Вадим Дмитриевич;620026, Свердловская обл., г. Екатеринбург, ул. Белинского, д.86, секция 7, эт. 18, оф. 1-6;www.km-c.ru;kmcenter@km-c.ru;(343) 286-04-36, 286-04-35, 286-04-37
Общество с ограниченной ответственностью «ЩИТ-СТРОЙ»;6662080545;Директор Кобзарев Николай Иванович;620025, РОССИЯ, Свердловская область, г. Екатеринбург, ул. Испытателей, д. 32;;schit-stroy@mail.ru, shaft_drilling@mail.ru;(343) 266-80-11, 266-92-82
Общество с ограниченной ответственностью «Комви»;6616006018;Директор Мартынович Валентин Михайлович;624135, Свердловская область, г. Новоуральск, ул. Ольховая, д. 72;нет;komvi@inbox.ru;(34370) 3-69-05, 3-70-25
Общество с ограниченной ответственностью «ТуКор»;6629015852;Директор Тупиченко Татьяна Сергеевна;624130, Свердловская область, г. Новоуральск, ул. Серова, 4;;tupitchenko_t@korvet-ural.ru, Mityunina_L@korvet-ural.ru;(34370) 3-68-02
Общество с ограниченной ответственностью «УНИВЕРСАЛ-ЭМ»;6629012530;Директор Козлаков Николай Степанович;624130, Свердловская область, г. Новоуральск, бульвар академика Кикоина, д. 15, корп. А;www.u-em.ru;uniem2000@yandex.ru;(34370) 7-86-72
Общество с ограниченной ответственностью «СМП «Меандр-94»;6670002692;Директор Хуснутдинов Салават Минуллович;620078, Свердловская область, г. Екатеринбург, ул. Мира, д. 34Г;www.m-94.ru;info@m-94.ru, m94@list.ru;(343) 375-00-01, 375-91-91, 278-07-96 (97, 98, 99)
Общество с ограниченной ответственностью «СПЕЦПОДЗЕМСТРОЙ»;6679066010;Генеральный директор Матвеев Борис Петрович;620130, Екатеринбург, ул. 8 Марта, д. 181, корп. 5, кв. 12;www.sps-ekb.ru;sps2186198@yandex.ru;(343) 218-61-98, 218-61-99
Акционерное общество «ЮИТ Уралстрой»;6673150882;Генеральный директор Гибов Роман Викторович;620135, Свердловская область, г. Екатеринбург, ул. Красных Командиров, д. 23;wwww.yitural.ru;yituralstroi@yit.ru;(343) 367-71-50, 367-71-72
Закрытое акционерное общество «Орджоникидзевская управляющая жилищная компания»;6673137722;Генеральный директор Ерзуков Александр Анатольевич;620012, Свердловская область, г. Екатеринбург, ул. Авангардная, д. 13;www.ougk.ru;info@ougk.ru;(343) 336-68-04, 325-95-00, 325-95-25
Общество с ограниченной ответственностью «Теплогазпром»;6670056056;Директор Отмахова Светлана Ивановна;620075, Свердловская область, г. Екатеринбург, ул. Бажова, д. 99, кв. 21;;teplogazprom@sky.ru, teplogazprom2015@yandex.ru;(343) 350-00-63
Муниципальное бюджетное учреждение «Водоотведение и искусственные сооружения»;6672279114;Директор Репин Александр Алексеевич;620138, Свердловская область, г. Екатеринбург, ул. Чистопольская, д. 7;;vois2008@mail.ru;(343) 347-66-34
"Общество с ограниченной ответственностью ""НКС-Девелопмент""";6658195053;Директор Лекомцев Сергей Платонович;620043, Свердловская область, г. Екатеринбург, ул. Викулова, 59, к. 1, оф. 303;;lnu@nks-d.ru, secretary@nks-d.ru;(343) 232-96-61, 232-96-51
Общество с ограниченной ответственностью «ПМК-2»;6661025460;Директор Карелин Валерий Егорович;620073, Свердловская обл., г. Екатеринбург, ул. Академика Шварца, д.14;;pmk-2-ooo@mail.ru, smeta48@yandex.ru;(343) 381-26-00
Закрытое акционерное общество «Ростехноплюс»;6659051424;Директор Елисеев Павел Петрович;620027, Свердловская область, г. Екатеринбург, ул. Свердлова, 11 А, оф. 509;www.rostp.com;rostp99@mail.ru;(343) 369-62-88, 369-63-22, 369-63-44, 369-64-55
Общество с ограниченной ответственностью «Грань»;6660077836;Генеральный директор Мальцев Григорий Леонидович;620100, Свердловская область, г. Екатеринбург, ул. Народной Воли, д. 74, корп. 1;;sekret@gransps.ru, vzlobin@gransps.ru;(343) 261-23-46, 262-87-40
Общество с ограниченной ответственностью «Светопрозрачные конструкции»;6629018765;Директор Искандиров Валерий Исланович;624130, Свердловская область, г. Новоуральск, ул. Серова, д. 4;;cherepanova_i@korvet-ural.ru;(34370) 3-38-42
Общество с ограниченной ответственностью «ТВК-Урал»;6678051451;Директор Соколов Игорь Антонинович;620134, г. Екатеринбург, ул. Шувакишская, д.2/а, оф. 101;www.твк-урал.рф;tvkural@mail.ru, tvk-ural@mail.ru;(343) 373-64-81, 373-64-80
Акционерное общество «Промышленно-строительная компания «УРАЛ-АЛЬЯНС»;6658097031;Генеральный директор Лобко Иван Иванович;620137, Свердловская область, г. Екатеринбург, ул. Студенческая, 1;www.ur-al.ru;ur-al@ur-al.ru, ua@olips.ru, olips@olips.ru;(343) 216-32-10, 216-32-01, 216-32-04
Общество с ограниченной ответственностью «Модуль»;6672180274;Директор Курбанов Владимир Вахитович;620014, Свердловская область, г. Екатеринбург, ул. Бориса Ельцина, д.1 а, оф. 7.06.1;www.bktp.ru;modul@bktp.ru, kudrinskih@bktp.ru;(343) 222-21-59
Акционерное общество Строительная компания «СТРОЙТЭК»;6660015639;Генеральный директор Копылов Владимир Петрович;620144, Свердловская область, г. Екатеринбург, ул. Сурикова, д. 53, оф. 222;www.stroytek-ek.ru;stroytek@stroytek-ek.ru;(343) 290-35-34, 290-35-36
Акционерное общество «Инженерно-строительный центр УГМК»;6661097056;Генеральный директор Михалёв Валерий Викторович;624091, Свердловская обл., г. В.Пышма, пр-т Успенский, д.1, оф. 802;www.ugmk.com;info@ugmk-stroy.ru, v.mikhalev@ugmk-stroy.ru, t.prokhorenko@ugmk-stroy.ru, info@ekat-city.com;(343) 283-04-17, 283-08-00
Общество с ограниченной ответственностью «Энергоресурс»;6658227770;Управляющий - индивидуальный предприниматель Евпланов Александр Иванович, Главный инженер Евпланов Сергей Александрович;620137, Свердловская область, г. Екатеринбург, ул. Июльская, д. 53, оф. 12;www.e-res.ru;info@e-res.ru, evplanov@e-res.ru;(343) 216-72-14, 216-72-15
Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный университет путей сообщения»;6659014366;Ректор Галкин Александр Геннадьевич;620034, Свердловская область, г. Екатеринбург, ул. Колмогорова, д. 66;www.USURT.ru;rector@usurt.ru, Mkozhevnikov@aho.usurt.ru, sss.75@mail.ru;(343) 358-20-26, 246-33-17
Общество с ограниченной ответственностью «ВИСБАС»;6662118894;Директор Кадников Павел Иванович;620130, Свердловская область, г.Екатеринбург, ул. 8 Марта, д. 204, лит. Ж;www.visbas.ru;info@visbas.com, visbas@e1.ru, visbas2000@gmail.com;(343) 210-27-63
Общество с ограниченной ответственностью «Спецстроймех»;6660156492;Директор Бакуров Виктор Павлович;623704, РОССИЯ, Свердловская область, г. Березовский, ул. Чапаева, д. 43;;info2468@epn.ru, info2468@mail.ru;(343) 379-06-46
Общество с ограниченной ответственностью «Екатеринбурггазсервис»;6672285365;Директор Пакулин Сергей Николаевич, Генеральный директор Солодовников Юрий Викторович;620014, Свердловская область, Екатеринбург, ул. Радищева, д. 33, кв. 251;;ekgasservis@mail.ru;(343) 263-64-00
Общество с ограниченной ответственностью «ВЕРТ-СТРОЙ»;6658077268;Директор Колесников Андрей Рудольфович;620050, Свердловская область, г. Екатеринбург, ул. Минометчиков, д. 11 А;;office@vert-stroy.ru;(343) 381-77-40
Публичное акционерное общество «Северский трубный завод»;6626002291;Управляющий директор Зуев Михаил Васильевич;623388, Свердловская область, Полевской, ул. Вершинина, 7;www.tmk-group.ru, www.stz.tmk-group.ru;stw@stw.ru, RushchukEV@stw.ru, VtoryginYD@stw.ru;(34350) 3-21-01
Екатеринбургское муниципальное унитарное предприятие водопроводно - канализационного хозяйства;6608001915;Генеральный директор Лузгин Евгений Геннадиевич;620075, Свердловская область, г. Екатеринбург, ул. Царская, д. 4;водоканалекб.рф;sz2007@e1.ru;(343) 371-50-95
Муниципальное казенное учреждение «Управление капитального строительства» Новоуральского городского округа;6629007259;Начальник Баталов Сергей Юрьевич;624130, Свердловская область, г. Новоуральск, ул. Фрунзе, д. 7, корп. 2;;UKS2003@MAIL.RU;(34370) 9-05-08, 9-17-69
Общество с ограниченной ответственностью «Строительная компания РостЕК»;6673161108;Директор Шарипов Илгиз Фаатович;620144, Свердловская область, г. Екатеринбург, ул. 8 марта, 194, оф. 30;;rostek7@yandex.ru;(343) 228-43-58, 228-43-81
Общество с ограниченной ответственностью «РЕВВЕР»;6664016104;Директор Перевышин Александр Сергеевич;620085, Свердловская область, г. Екатеринбург, ул. Аптекарская, д. 43;;revver@mail.ru;(343) 229-79-90
Общество с ограниченной ответственностью «БерезовскДорСтрой»;6673201209;Директор Пестов Николай Владимирович;620135, Свердловская область, г. Екатеринбург, проспект Космонавтов, д. 68, оф. 10;;berdorstroy@mail.ru;(34369) 4-37-37
Общество с ограниченной ответственностью «Электросвязьстрой»;6672216315;Генеральный директор Летягин Андрей Николаевич;620100, Свердловская область, г. Екатеринбург, ул. Большакова, д. 15А, пом.бокс 40;;elsvyazstroy@mail.ru;(343) 203-14-54
Общество с ограниченной ответственностью «КОРВЕТ»;6629003208;Директор Ерофеев Сергей Ильдарович;624130, Свердловская область, г. Новоуральск, ул. Серова, д. 4;www.korvet-ural.ru;office@korvet-ural.ru, Erofeev_S@korvet-ural.ru, mmv@korvet-ural.ru;(34370) 3-35-40, 3-05-66
Общество с ограниченной ответственностью «КомСтрин-Екатеринбург»;6672229120;Генеральный директор Мастурова Анастасия Сергеевна;620026, Свердловская обл., г. Екатеринбург, ул. Народной воли, д. 65, оф. 205;;shutova_yuliya@comstrin-ekb.ru;(343) 239-20-20
Акционерное общество «Форум-групп»;6671245923;Генеральный директор Воробьев Сергей Павлович;620014, Свердловская область, г. Екатеринбург, ул. Хохрякова, д. 48, оф. 127;www.forum-gd.ru;secret@forum-gd.ru, Andreev@forum-gd.ru;(343) 215-88-77
Общество с ограниченной ответственностью «Уралремстрой»;6674344658;Директор Поздняков Александр Анатольевич;620085, Свердловская область, г. Екатеринбург, ул. Аптекарская, 47-А;;uralremstroy@bk.ru;(343) 216-38-84
Акционерное общество «Научно-производственное объединение автоматики имени академика Н.А. Семихатова»;6685066917;Генеральный директор Мисюра Андрей Васильевич;620075, Свердловская область, г. Екатеринбург, ул. Мамина-Сибиряка, д. 145;www.npoa.ru;avt@npoa.ru, npoa808@npoa.ru;(343) 263-76-26
Муниципальное казенное учреждение «Городское благоустройство»;6671310298;Директор Козлов Антон Вячеславович;620014, Свердловская область, г. Екатеринбург, пер. Банковский, д. 1;;muks2011@yandex.ru zasypkina_ob@ekadm.ru pogadaev_ag@ekadm.ru;(343) 304-12-76 (-75, -77)
Общество с ограниченной ответственностью «ЛТ-Строй»;6658147349;Директор Евневич Иван Евгеньевич;620102, РОССИЯ, Свердловская область, г. Екатеринбург, ул. Ясная, д. 20д, пом. 17;www.meteorit.ru;meteorit@meteorit.ru, nalimova@meteorit.ru, aan@meteorit.ru;(343) 224-00-24, 23-32-111
Общество с ограниченной ответственностью «Люмакс»;6674200102;Директор Посохин Евгений Олегович;620010, РОССИЯ, Свердловская область, г. Екатеринбург, ул. Дагестанская, д. 41, пом. 5;;nfsb@mail.ru;(343) 371-05-29
Муниципальное унитарное предприятие «Екатеринбургэнерго»;6608002884;Генеральный директор Пыжьянов Александр Сергеевич;620027, Свердловская область, г. Екатеринбург, ул. Свердлова, д. 34-А;;info@ekatenergo.ur.ru;(343) 269-23-22, 380-20-74
Акционерное общество «Синара - Девелопмент»;6672292242;Генеральный директор Уфимцев Тимур Александрович;620026, Свердловская область, г. Екатеринбург, Розы Люксембург, д. 51, пом. 206;www.sinara-group.com;development@sinara-group.com, VavilovaES@sinara-group.com;(343) 310-33-00, 310-33-01
Общество с ограниченной ответственностью «Стройинициатива»;6671323280;Директор Котов Сергей Николаевич;620030, Свердловская область, г. Екатеринбург, ул. Карьерная, д. 2, 4 эт.;www.sadav.ru;sadav@inbox.ru;(343) 310-17-00
Общество с ограниченной ответственностью «Полевской Технический Сервис»;6626016720;Директор Безукладников Сергей Анатольевич;623380, Свердловская обл., г.Полевской, ул. Вершинина, д. 7;www.ooo-pts.ru;marina12201@yandex.ru AnanyevaMA@stw.ru BezukladnikovSA@stw.ru;(343) 503-22-94
Общество с ограниченной ответственностью «Специализированное монтажное управление Мастер»;6672278047;Директор Матвеев Александр Васильевич;620075, Свердловская область, г. Екатеринбург, ул. Малышева, д. 71А, кв. 66;www.smumaster.ru;smu-master@mail.ru;(343) 253-73-03
Общество с ограниченной ответственностью «Астра Строй»;6670297284;Директор Кунгурцев Игорь Владимирович;620075, Свердловская обл., г.Екатеринбург, ул. Мамина-Сибиряка, д. 101, оф. 1288;www.astra-sk.ru;secretas-as@astra-sk.ru, shagapev@astra-sk.ru;(343) 305-00-10
Общество с ограниченной ответственностью Строительно-монтажное предприятие «ГорРемСтрой»;6672276610;Директор Колташев Александр Михайлович;620085, Свердловская обл., г. Екатеринбург, ул. Титова, д. 31А, оф. 207;gorremstroy.com;info@m73.ru, f.zalov@m73.ru, e.shtin@m73.ru;(343) 253-50-73
Общество с ограниченной ответственностью «СКМ Девелопмент»;6671180698;Директор Фалько Алексей Владимирович;620144, Свердловская обл., г.Екатеринбург, ул. Верещагина, д. 6 А, кв. 326;www.scm-d.ru;scmd@scm.ru, zelenina@scm.ru;(343) 376-28-40
Общество с ограниченной ответственностью «ТМ-Строй»;6670335740;Директор Мошкин Александр Сергеевич;620137, Свердловская обл., г. Екатеринбург, ул. Боровая, д. 29, оф. 3;www.tmsekb.ru;tm-stroy.ekb@mail.ru;(343) 264-40-93
Общество с ограниченной ответственностью «АСД»;6671171750;Директор Гуцанаш Илья Николаевич;620142, г. Екатеринбург, ул. Щорса, 56;оооасд.рф;kirill.butorin@bk.ru, 2430712@asd-ekb.ru;(343) 243-07-12
Общество с ограниченной ответственностью «КРОСС Инжиниринг»;6658385713;Директор Кудрявцев Олег Станиславович;620100, Свердловская область, г. Екатеринбург, ул. Ткачей, д.23, оф. 1712;www.cross-dev.ru;vaa@cross-dev.ru, ok@cross-dev.ru, dvs@cross-dev.ru;(343) 310-10-28
Общество с ограниченной ответственностью «АстраСтройКомплекс»;6658385287;Директор управляющей организации Евтеев Дмитрий Викторович;620109, Свердловская область, г. Екатеринбург, ул. Заводская, д. 45Д, оф. 302;astra-sk.ru;secretar-ask@astra-sk.ru, shagapev@astra-sk.ru;(343) 305-00-14
Общество с ограниченной ответственностью «Экспресс-Электромонтаж»;6627021716;Директор Кабалинов Алексей Анатольевич, Заместитель главного инженера Хадарин Сергей Леонидович;623280, Свердловская область, г. Ревда, ул. Клубная, д.16;;ooo-eem@mail.ru;(343) 345-85-44
Общество с ограниченной ответственностью «БерезовскДорСтрой»;6673249850;Директор Пестов Николай Владимирович;623700, Свердловская область, г. Берёзовский, пос. Ленинский, д. 44, Б;;berdorstroy@mail.ru,;(343) 694-37-37
Общество с ограниченной ответственностью «ЕКБ-ЖилСтрой»;6670206142;Директор Ушкалов Алексей Леонидович;620144, Свердловская область, г. Екатеринбург, ул. Сурикова, д. 53, оф. 105;;e.pavlyukova@stroytek-ek.ru;(343) 287-09-66
Общество с ограниченной ответственностью «ЕКБ-МонтажСтрой»;6670206086;Директор Копылов Александр Владимирович;620144, Свердловская область, г. Екатеринбург, ул. Сурикова, д. 53, оф. 204;;tl@stroytek-ek.ru;(343) 287-09-66
Общество с ограниченной ответственностью «ЕКБ-Электро»;6659169296;Директор Горячев Виталий Петрович;620144, Свердловская область, г. Екатеринбург, ул. Сурикова, д. 53, оф. 110;;pashkova@stroytek-ek.ru;(343) 287-09-66
Общество с ограниченной ответственностью «Стройплэкс»;6670091533;Директор Дьяконов Дмитрий Николаевич;620050, Свердловская область, г. Екатеринбург, ул. Монтажников, д. 22А, оф. 206;;stroyplex@stroytek-ek.ru;(343) 323-32-43
Общество с ограниченной ответственностью «ГидроТЭКС»;6659169271;Директор Захаров Дмитрий Иванович;620144, Свердловская область, г. Екатеринбург, ул. Сурикова, д. 53, оф. 101;;n.cherepanova@stroytek-ek.ru;(343) 287-09-66
Общество с ограниченной ответственностью «АстраСтройИнвест»;6658403031;Директор Доброродный Дмитрий Александрович;620109, г. Екатеринбург, ул. Заводская, д. 45, кор. Д, оф. 405;astra-sk.ru;secretar-FS@astra-sk.ru shagapEV@astra-sk.ru;(343) 305-00-21
Общество с ограниченной ответственностью «Мастер»;6672349403;Директор Маркелов Сергей Валериевич;620910, г. Екатеринбург, ул. Ракетная, 3-9;;ooo_skmaster2015@mail.ru;(343) 325-15-70
Общество с ограниченной ответственностью «Уральские локомотивы»;6606033929;Генеральный директор Спаи Олег Харлампиевич;624090, Свердловская область, г. Верхняя Пышма, ул Парковая, д. 36;ulkm.ru;kopyrinAV@ulkm.ru, mail@ulkm.ru;(343) 379-41-09
Общество с ограниченной ответственностью «Реал-Строй»;6670370223;Заместитель директора Коновалов Сергей Александрович, Директор Меркулова Олеся Александровна;620149, Свердловская область, г. Екатеринбург, ул. Серафимы Дерябиной, д. 32-Б, оф. 24-27;;info@realstk.ru, f.prioritet@bk.ru;(343) 287-77-54
Общество с ограниченной ответственностью «Стройкор»;6671390328;Директор Кадочников Валерий Вячеславович;620144, Свердловская область, г. Екатеринбург, ул. Московская, д. 195, оф. 803;;info@stroycor.ru, valera@stroycor.ru;(343) 344-95-21
Общество с ограниченной ответственностью «АРДИТЕК»;6658374045;Директор Серебряков Алексей Николаевич;620034, Свердловская область, г. Екатеринбург, ул. Бебеля, д. 116, оф. 1;www.arditech.ru;info@arditech.ru, san@arditech.ru;(343) 361-40-94
Общество с ограниченной ответственностью «Пожарные системы»;6672207984;Директор Кислицын Михаил Иванович;620100, Свердловская область, г. Екатеринбург, ул. Большакова, д. 21, кв. 68;;pozar-system@mail.ru;(343) 253-67-47
Общество с ограниченной ответственностью «Торговый Дом «АЗС Оборудование»;6658408181;Директор Пашков Алексей Владимирович;620024, Свердловская область, г. Екатеринбург, ш. Елизаветинское, стр. 39, оф. 405;;tsazk.ekb@gmail.com, ok.tdazs@gmail.com;(343) 381-58-70
Общество с ограниченной ответственностью «Уралсервис»;6674136168;Генеральный директор Лемех Евгений Викторович;620062, Свердловская область, г. Екатеринбург, просп. Ленина, д. 101, корп. 2, к. 214;uralserv-ekb.ru;uralserv@yandex.ru;(343) 365-92-09
Общество с ограниченной ответственностью «ЭФЕС»;6670389545;Директор Белоусов Алексей Юрьевич;620078, г. Екатеринбург, ул. Педагогическая, 5 А, 2 этаж, офис 2;efes.su;efes@efes.su;(343) 385-93-00
Общество с ограниченной ответственностью «АстраТехСтрой»;6658431180;Директор управляющей организации Доброродный Дмитрий Александрович;620109, г. Екатеринбург, ул. Заводская, д. 45 Д, офис 206;www.astra-sk.ru;Secretar-ATS@astra-sk.ru, ShagapEV@astra-sk.ru, kalachevaSA@astra-sk.ru;(343) 305-00-14
Общество с ограниченной ответственностью «КТ Инжиниринг»;6678028710;Директор Решетников Андрей Александрович;620026, Свердловская область, г. Екатеринбург, ул. Розы Люксембург, д. 49, помещение 48;www.krovtrade.ru;usk@krovtrade.ru;(343) 253-60-40
Общество с ограниченной ответственностью «Строительство  и проектирование из термопрофиля»;6670403976;Директор Сухов Андрей Александрович;620014, г. Екатеринбург, ул. Радищева, д. 4, оф. 409;;ooosptp@mail.ru;(343) 278-49-53
Общество с ограниченной ответственностью «Строительная Компания «МИГСТРОЙ»;6685040524;Директор Черепанова Мария Павловна;620130, РОССИЯ, Свердловская область, г. Екатеринбург, ул. Степана Разина, д. 107а, корп. 1, оф. 1;;sk_migstroy@mail.ru, mary200786@mail.ru;8-908-911-73-71
Общество с ограниченной ответственностью «АЙДИ-ИНЖИНИРИНГ»;6670408276;Директор Гоголев Алексей Анатольевич;620075, Свердловская область, г. Екатеринбург, ул. Мамина-Сибиряка, д. 101, пом. 468;idelectro.ru;info@idelectro.ru;(343) 228-37-00
Общество с ограниченной ответственностью «Специализированный застройщик «Синара-Девелопмент»;6685040700;Генеральный директор Пумпянский Александр Александрович;620026, Свердловская область, г. Екатеринбург, ул. Розы Люксембург, д. 51, пом. 271;sinara-development.ru;development@sinara-group.com VavilovaES@sinara-group.com;(343) 310-33-00 (доб. 7324)
Общество с ограниченной ответственностью «Декорум»;6673205299;Директор Созинова Светлана Анатольевна;620027, Свердловская область, г. Екатеринбург, ул. Мамина-Сибиряка, д. 45, пом. 7-9;www.decoroom.su;decorum.dizain@gmail.com;(343) 370-61-09
